highest,episode,time
1,39,00:01:31
2,58,00:01:58
3,64,00:02:09
4,69,00:02:21
5,79,00:02:49
6,106,00:03:36
7,145,00:04:16
8,137,00:04:20
9,150,00:04:40
10,351,00:10:23
11,552,00:17:46
12,571,00:18:27
13,600,00:19:43
14,593,00:19:44
15,670,00:22:02
16,672,00:22:03
17,870,00:27:05
18,874,00:27:38
19,902,00:28:07
20,910,00:28:12
21,915,00:28:18
22,919,00:28:21
23,920,00:28:24
24,922,00:28:27
25,928,00:28:45
26,962,00:29:37
27,964,00:29:40
28,965,00:29:41
29,1013,00:31:15
30,1031,00:31:52
31,1047,00:31:57
32,1046,00:31:58
33,1051,00:32:12
34,1049,00:32:22
35,1094,00:33:04
36,1104,00:33:24
37,1088,00:33:25
38,1103,00:33:38
39,1100,00:33:41
40,1116,00:33:51
41,1129,00:34:32
42,1128,00:34:33
43,1132,00:34:34
44,1139,00:34:36
45,1147,00:34:39
46,1171,00:35:26
47,1173,00:35:30
48,1177,00:35:45
49,1167,00:35:47
50,1174,00:35:49
51,1182,00:35:56
52,1200,00:36:32
53,1229,00:37:08
54,1235,00:37:15
55,1232,00:37:17
56,1224,00:37:18
57,1236,00:37:23
58,1251,00:38:05
59,1276,00:38:35
60,1264,00:38:36
61,1273,00:38:37
62,1277,00:38:43
63,1297,00:39:01
64,1287,00:39:17
65,1378,00:42:01
66,1383,00:42:03
67,1382,00:42:26
68,1402,00:42:53
69,1405,00:43:00
70,1409,00:43:01
71,1414,00:43:01
72,1410,00:43:01
73,1438,00:43:50
74,1440,00:43:51
75,1547,00:46:16
76,1558,00:46:30
77,1552,00:46:31
78,1563,00:46:35
79,1570,00:46:39
80,1577,00:47:02
81,1581,00:47:06
82,1578,00:47:19
83,1586,00:47:21
84,1600,00:47:24
85,1592,00:47:36
86,1603,00:47:40
87,1604,00:47:44
88,1608,00:47:44
89,1824,00:52:08
90,1961,00:54:51
91,1959,00:54:51
92,1971,00:54:58
93,1987,00:55:26
94,7344,02:21:06
95,7348,02:21:11
96,8083,02:31:32
97,8094,02:31:38
98,8092,02:31:42
99,12402,03:28:59
