highest,episode,time
1,62,00:00:54
2,122,00:01:35
3,125,00:01:35
4,134,00:01:41
5,143,00:01:44
6,144,00:01:48
7,196,00:02:40
8,212,00:03:00
9,216,00:03:03
10,221,00:03:11
11,229,00:03:18
12,231,00:03:21
13,232,00:03:22
14,238,00:03:25
15,246,00:03:31
16,245,00:03:39
17,266,00:04:05
18,271,00:04:08
19,272,00:04:09
20,270,00:04:09
21,277,00:04:12
22,278,00:04:14
23,288,00:04:23
24,286,00:04:24
25,290,00:04:27
26,295,00:04:30
27,291,00:04:33
28,296,00:04:34
29,299,00:04:43
30,302,00:04:43
31,312,00:04:52
32,310,00:04:53
33,317,00:04:56
34,323,00:05:02
35,338,00:05:14
36,341,00:05:18
37,339,00:05:21
38,357,00:05:34
39,362,00:05:34
40,364,00:05:34
41,377,00:05:43
42,380,00:05:47
43,372,00:05:48
44,388,00:05:58
45,394,00:06:02
46,508,00:07:39
47,507,00:07:42
48,530,00:07:53
49,527,00:07:57
50,548,00:08:10
51,547,00:08:11
52,542,00:08:11
53,543,00:08:13
54,558,00:08:16
55,552,00:08:17
56,564,00:08:24
57,560,00:08:26
58,577,00:08:38
59,579,00:08:38
60,585,00:08:39
61,589,00:08:45
62,592,00:08:48
63,595,00:08:49
64,610,00:09:04
65,819,00:11:34
66,835,00:11:45
67,871,00:12:07
68,873,00:12:12
69,876,00:12:12
70,900,00:12:28
71,907,00:12:28
72,906,00:12:29
73,913,00:12:31
74,917,00:12:32
75,912,00:12:32
76,937,00:12:44
77,942,00:12:46
78,952,00:12:53
79,986,00:13:12
80,985,00:13:12
81,1012,00:13:31
82,1032,00:13:43
83,1068,00:14:02
84,1072,00:14:04
85,1254,00:15:45
86,1257,00:15:45
87,1284,00:15:49
88,1481,00:17:04
89,1478,00:17:04
90,1491,00:17:06
91,1706,00:18:36
92,1722,00:18:41
93,1744,00:18:53
94,4774,00:35:04
95,4779,00:35:06
96,5879,00:41:08
97,17848,01:39:25
