highest,episode,time
1,11,00:00:01
2,22,00:00:06
3,47,00:00:12
4,49,00:00:12
5,53,00:00:15
6,64,00:00:17
7,66,00:00:19
8,90,00:00:24
9,101,00:00:28
10,130,00:00:35
11,147,00:00:39
12,144,00:00:41
13,185,00:00:50
14,212,00:00:55
15,210,00:00:56
16,219,00:00:57
17,225,00:00:58
18,229,00:01:00
19,237,00:01:00
20,234,00:01:00
21,265,00:01:08
22,241,00:01:08
23,251,00:01:09
24,275,00:01:10
25,299,00:01:19
26,309,00:01:20
27,311,00:01:22
28,315,00:01:25
29,326,00:01:25
30,347,00:01:31
31,360,00:01:34
32,374,00:01:37
33,370,00:01:37
34,379,00:01:38
35,386,00:01:40
36,380,00:01:40
37,388,00:01:42
38,534,00:02:13
39,507,00:02:14
40,530,00:02:14
41,771,00:03:04
42,767,00:03:04
43,774,00:03:05
44,763,00:03:07
45,783,00:03:08
46,775,00:03:09
47,799,00:03:12
48,798,00:03:13
49,770,00:03:15
50,803,00:03:16
51,791,00:03:17
52,810,00:03:17
53,895,00:03:38
54,951,00:03:51
55,946,00:03:52
56,959,00:03:54
57,1021,00:04:09
58,1036,00:04:10
59,1037,00:04:11
60,1035,00:04:11
61,1055,00:04:19
62,1042,00:04:20
63,1071,00:04:22
64,1068,00:04:22
65,1074,00:04:22
66,1109,00:04:30
67,1122,00:04:31
68,1121,00:04:33
69,1313,00:05:12
70,1296,00:05:13
71,1320,00:05:13
72,1306,00:05:14
73,1331,00:05:14
74,1529,00:05:56
75,1542,00:05:57
76,1871,00:06:59
77,1878,00:07:01
78,1889,00:07:02
79,1909,00:07:06
80,1908,00:07:06
