highest,episode,time
1,6,00:00:07
2,3,00:00:11
3,72,00:01:33
4,78,00:01:39
5,80,00:01:42
6,92,00:02:09
7,106,00:02:11
8,108,00:02:20
9,110,00:02:36
10,123,00:02:51
11,145,00:03:18
12,182,00:04:06
13,183,00:04:10
14,181,00:04:11
15,190,00:04:17
16,189,00:04:22
17,290,00:06:54
18,297,00:07:14
19,358,00:08:40
20,356,00:08:40
21,359,00:08:41
22,363,00:08:42
23,950,00:22:50
24,958,00:23:09
25,960,00:23:10
26,962,00:23:13
27,965,00:23:15
28,982,00:23:30
29,989,00:23:46
30,997,00:23:59
31,1015,00:24:29
32,1030,00:24:44
33,1031,00:24:45
34,1037,00:25:00
35,1076,00:25:46
36,1079,00:25:52
37,1093,00:26:14
38,1096,00:26:18
39,1151,00:27:34
40,1159,00:27:39
41,1186,00:28:17
42,1195,00:28:26
43,1200,00:28:31
44,1197,00:28:32
45,1198,00:28:33
46,1205,00:28:48
47,1210,00:28:50
48,1462,00:34:45
49,1475,00:34:56
50,1484,00:34:56
51,1489,00:35:13
52,1493,00:35:14
53,1503,00:35:28
54,1652,00:38:25
55,1654,00:38:26
56,1655,00:38:27
57,1664,00:38:30
58,1666,00:38:33
59,1669,00:38:39
60,1677,00:38:50
61,1695,00:39:15
62,1702,00:39:16
63,1708,00:39:23
64,1716,00:39:27
65,1738,00:39:52
66,1736,00:39:53
67,1733,00:39:54
68,1741,00:39:55
69,1737,00:39:58
70,1787,00:40:57
71,1813,00:41:15
72,2064,00:45:29
73,2070,00:45:34
74,2096,00:45:50
75,2111,00:46:08
76,2145,00:46:42
77,2140,00:46:43
78,2148,00:46:50
79,2415,00:50:37
80,2417,00:50:37
81,2442,00:50:49
82,2448,00:50:54
83,2481,00:51:22
84,2492,00:51:28
85,2502,00:51:34
86,2506,00:51:46
87,2644,00:53:25
88,2652,00:53:25
89,2651,00:53:28
90,2661,00:53:30
91,2662,00:53:44
92,2670,00:53:45
93,3273,00:59:49
94,3287,00:59:50
95,3283,00:59:51
96,3284,00:59:52
97,3292,01:00:06
98,3301,01:00:06
99,5899,01:16:59
