highest,episode,time
1,53,00:01:04
2,96,00:02:14
3,108,00:02:18
4,179,00:04:07
5,186,00:04:15
6,199,00:04:42
7,215,00:04:56
8,232,00:05:25
9,246,00:05:51
10,252,00:05:55
11,314,00:07:25
12,320,00:07:31
13,362,00:08:41
14,386,00:09:11
15,391,00:09:18
16,503,00:12:16
17,522,00:12:35
18,847,00:20:53
19,851,00:20:56
20,855,00:20:56
21,914,00:22:27
22,915,00:22:29
23,1685,00:42:37
24,1707,00:43:14
25,1721,00:43:27
26,1722,00:43:33
27,1788,00:45:17
28,1904,00:48:10
29,1900,00:48:12
30,1901,00:48:13
31,2051,00:51:50
32,2059,00:51:53
33,2053,00:51:55
34,2061,00:52:16
35,2070,00:52:20
36,2071,00:52:21
37,2075,00:52:25
38,2076,00:52:26
39,2072,00:52:28
40,2093,00:52:50
41,2088,00:52:53
42,2107,00:53:04
43,2112,00:53:08
44,2108,00:53:10
45,2109,00:53:12
46,2120,00:53:32
47,2126,00:53:36
48,2128,00:53:40
49,2134,00:53:43
50,2142,00:53:57
51,2159,00:54:17
52,2390,00:59:21
53,2396,00:59:27
54,2397,00:59:29
55,2400,00:59:31
56,2402,00:59:42
57,2410,00:59:47
58,2418,00:59:56
59,2422,00:59:56
60,2428,01:00:03
61,2438,01:00:24
62,2439,01:00:25
63,2440,01:00:26
64,2443,01:00:26
65,2448,01:00:29
66,2453,01:00:32
67,2455,01:00:38
68,2464,01:00:42
69,2463,01:00:42
70,2462,01:00:46
71,2478,01:01:13
72,2476,01:01:14
73,2485,01:01:14
74,2493,01:01:17
75,2670,01:04:48
76,2680,01:04:50
77,2672,01:04:51
78,2681,01:04:52
79,2740,01:06:01
80,2745,01:06:02
81,2798,01:06:50
82,2797,01:06:50
83,2806,01:06:52
84,2891,01:08:10
85,2910,01:08:40
86,2922,01:08:41
87,2925,01:08:45
88,2927,01:08:46
89,2944,01:08:57
90,2956,01:09:00
91,2964,01:09:21
92,3111,01:11:26
93,3114,01:11:27
94,3122,01:11:28
95,3166,01:11:49
96,3635,01:16:30
97,3640,01:16:32
98,3653,01:16:37
99,6121,01:32:32
100,8341,01:44:06
