highest,episode,time
1,14,00:00:15
2,15,00:00:15
3,22,00:00:23
4,21,00:00:24
5,34,00:00:46
6,36,00:00:52
7,61,00:01:22
8,71,00:01:33
9,75,00:01:38
10,109,00:02:38
11,141,00:03:18
12,154,00:03:35
13,173,00:04:07
14,170,00:04:07
15,608,00:15:02
16,621,00:15:11
17,620,00:15:12
18,615,00:15:13
19,732,00:18:07
20,748,00:18:28
21,750,00:18:29
22,757,00:18:31
23,778,00:19:08
24,983,00:24:12
25,987,00:24:13
26,996,00:24:22
27,1079,00:26:13
28,1085,00:26:18
29,1178,00:28:44
30,1190,00:28:49
31,1234,00:30:03
32,1240,00:30:03
33,1242,00:30:08
34,1250,00:30:15
35,1249,00:30:16
36,1256,00:30:28
37,1254,00:30:30
38,1259,00:30:33
39,1261,00:30:40
40,1267,00:30:40
41,1269,00:30:48
42,1280,00:30:52
43,1279,00:31:06
44,1278,00:31:08
45,1283,00:31:11
46,1287,00:31:12
47,1292,00:31:15
48,1313,00:31:33
49,1335,00:32:10
50,1339,00:32:22
51,1352,00:32:31
52,1349,00:32:33
53,1351,00:32:35
54,1559,00:36:25
55,1618,00:37:41
56,1626,00:37:45
57,1632,00:37:46
58,1650,00:38:19
59,1663,00:38:26
60,1667,00:38:28
61,1669,00:38:29
62,1672,00:38:30
63,1676,00:38:34
64,1701,00:39:03
65,1711,00:39:13
66,1718,00:39:14
67,1749,00:39:45
68,1752,00:39:46
69,1760,00:39:46
70,1756,00:39:50
71,1766,00:39:52
72,1777,00:40:14
73,1791,00:40:23
74,1839,00:41:06
75,1984,00:43:32
76,1987,00:43:33
77,1998,00:43:40
78,2015,00:44:03
79,2019,00:44:03
80,2024,00:44:05
81,2025,00:44:06
82,2036,00:44:12
83,2171,00:45:56
84,2175,00:45:57
85,2191,00:46:09
86,2202,00:46:12
87,2212,00:46:29
88,2210,00:46:31
89,2217,00:46:34
90,2227,00:46:42
91,2245,00:46:46
92,2235,00:46:46
93,2258,00:46:50
94,2626,00:51:11
95,2634,00:51:13
96,2931,00:53:59
97,3576,00:59:39
98,4589,01:07:10
99,8645,01:29:20
