highest,episode,time
1,17,00:00:08
2,18,00:00:13
3,40,00:00:25
4,48,00:00:27
5,58,00:00:31
6,60,00:00:32
7,73,00:00:39
8,91,00:00:46
9,97,00:00:50
10,102,00:00:52
11,101,00:00:52
12,106,00:00:57
13,110,00:00:58
14,153,00:01:18
15,162,00:01:20
16,147,00:01:20
17,155,00:01:22
18,182,00:01:29
19,183,00:01:33
20,192,00:01:34
21,231,00:01:58
22,234,00:02:00
23,232,00:02:00
24,250,00:02:09
25,256,00:02:09
26,288,00:02:30
27,300,00:02:33
28,306,00:02:34
29,316,00:02:40
30,319,00:02:41
31,317,00:02:41
32,326,00:02:44
33,329,00:02:45
34,331,00:02:46
35,333,00:02:46
36,336,00:02:47
37,344,00:02:52
38,335,00:02:52
39,334,00:02:54
40,345,00:02:54
41,383,00:03:15
42,380,00:03:15
43,398,00:03:17
44,399,00:03:18
45,397,00:03:23
46,415,00:03:25
47,419,00:03:26
48,435,00:03:31
49,463,00:03:43
50,457,00:03:44
51,469,00:03:45
52,470,00:03:46
53,462,00:03:46
54,466,00:03:47
55,468,00:03:47
56,479,00:03:49
57,473,00:03:50
58,495,00:03:57
59,497,00:03:58
60,496,00:04:00
61,523,00:04:11
62,528,00:04:12
63,533,00:04:13
64,542,00:04:17
65,537,00:04:18
66,541,00:04:22
67,546,00:04:23
68,562,00:04:26
69,555,00:04:28
70,559,00:04:28
71,557,00:04:28
72,675,00:05:11
73,676,00:05:13
74,686,00:05:15
75,691,00:05:15
76,678,00:05:16
77,697,00:05:17
78,688,00:05:17
79,696,00:05:17
80,706,00:05:20
81,923,00:06:25
82,942,00:06:30
83,943,00:06:32
84,944,00:06:32
85,1060,00:07:01
86,1069,00:07:04
87,1092,00:07:10
88,1809,00:09:51
89,1847,00:09:57
90,2056,00:10:38
91,2063,00:10:42
92,2773,00:13:04
93,3793,00:16:12
94,4831,00:19:24
95,5936,00:22:51
96,12694,00:42:51
97,14947,00:49:18
98,14972,00:49:24
99,16509,00:53:59
