highest,episode,time
1,42,00:00:24
2,83,00:00:40
3,94,00:00:44
4,109,00:00:53
5,110,00:00:53
6,119,00:00:54
7,116,00:00:58
8,126,00:01:01
9,148,00:01:15
10,184,00:01:28
11,205,00:01:41
12,211,00:01:45
13,206,00:01:46
14,221,00:01:49
15,223,00:01:50
16,256,00:02:15
17,269,00:02:16
18,273,00:02:16
19,277,00:02:17
20,271,00:02:19
21,284,00:02:22
22,278,00:02:26
23,307,00:02:38
24,324,00:02:40
25,320,00:02:44
26,328,00:02:45
27,330,00:02:50
28,342,00:02:51
29,344,00:02:56
30,362,00:03:11
31,371,00:03:11
32,377,00:03:13
33,375,00:03:15
34,383,00:03:15
35,427,00:03:42
36,423,00:03:42
37,424,00:03:42
38,435,00:03:47
39,433,00:03:48
40,434,00:03:48
41,442,00:03:52
42,445,00:03:53
43,491,00:04:12
44,493,00:04:15
45,494,00:04:15
46,520,00:04:30
47,527,00:04:30
48,526,00:04:31
49,532,00:04:31
50,533,00:04:32
51,518,00:04:33
52,534,00:04:36
53,622,00:05:12
54,623,00:05:13
55,624,00:05:13
56,626,00:05:15
57,617,00:05:15
58,632,00:05:18
59,636,00:05:22
60,650,00:05:25
61,656,00:05:35
62,672,00:05:36
63,676,00:05:37
64,678,00:05:38
65,685,00:05:41
66,700,00:05:49
67,705,00:05:49
68,703,00:05:51
69,697,00:05:52
70,707,00:05:52
71,712,00:05:57
72,735,00:06:03
73,898,00:07:01
74,1012,00:07:43
75,1033,00:07:49
76,1031,00:07:50
77,1052,00:07:59
78,1055,00:07:59
79,1057,00:08:00
80,1066,00:08:01
81,1073,00:08:13
82,1119,00:08:59
83,1137,00:09:22
84,1138,00:09:27
85,1143,00:09:32
86,1148,00:09:33
87,1666,00:17:59
88,1662,00:18:01
89,1676,00:18:06
90,2064,00:22:10
91,2082,00:22:12
92,2073,00:22:13
93,2098,00:22:17
94,2093,00:22:17
95,4726,00:38:04
96,5879,00:44:37
97,6450,00:46:29
98,37308,02:14:25
99,55776,03:03:44
100,113469,05:33:07
