highest,episode,time
1,22,00:01:04
2,56,00:02:42
3,76,00:03:58
4,178,00:09:17
5,308,00:15:25
6,317,00:16:11
7,314,00:16:20
8,330,00:16:56
9,379,00:19:31
10,386,00:19:45
11,420,00:21:20
12,432,00:22:07
13,437,00:22:28
14,458,00:23:36
15,467,00:23:57
16,473,00:24:06
17,537,00:27:45
18,533,00:27:52
19,546,00:28:02
20,554,00:28:21
21,574,00:29:38
22,589,00:30:26
23,700,00:36:39
24,716,00:37:01
25,771,00:39:27
26,864,00:44:14
27,891,00:45:34
28,894,00:45:37
29,903,00:45:47
30,923,00:46:58
31,921,00:47:03
32,924,00:47:10
33,926,00:47:16
34,1037,00:53:16
35,1038,00:53:19
36,1113,00:57:25
37,1129,00:57:57
38,1135,00:58:01
39,1126,00:58:03
40,1136,00:58:53
41,1203,01:02:08
42,1200,01:02:12
43,1210,01:02:29
44,1212,01:02:37
45,1222,01:03:11
46,1213,01:03:12
47,1216,01:03:22
48,1247,01:03:57
49,1254,01:04:52
50,1274,01:05:16
51,1286,01:05:39
52,1280,01:06:11
53,1281,01:06:14
54,1288,01:06:15
55,1293,01:06:23
56,1291,01:06:38
57,1295,01:06:43
58,1388,01:11:06
59,1402,01:11:38
60,1620,01:20:29
61,1632,01:20:40
62,1630,01:20:41
63,1651,01:21:40
64,1650,01:21:41
65,1652,01:21:43
66,1643,01:21:44
67,1657,01:21:48
68,1654,01:21:50
69,1660,01:21:57
70,1663,01:21:59
71,1666,01:22:06
72,1667,01:22:11
73,1665,01:22:13
74,1681,01:22:22
75,1736,01:25:00
76,1743,01:25:00
77,1761,01:25:29
78,1779,01:26:16
79,1792,01:26:23
80,1778,01:26:25
81,1787,01:26:33
82,1806,01:26:47
83,1814,01:26:56
84,1813,01:27:01
85,1827,01:27:51
86,1835,01:27:52
87,1832,01:27:52
88,2199,01:38:02
89,2212,01:38:13
90,2209,01:38:15
91,2226,01:38:19
92,2491,01:44:33
93,2529,01:44:48
94,2531,01:45:24
95,4285,02:14:16
96,5972,02:36:29
97,6914,02:47:44
