highest,episode,time
1,21,00:00:16
2,34,00:00:26
3,59,00:01:12
4,110,00:01:57
5,117,00:02:16
6,152,00:02:51
7,165,00:03:03
8,178,00:03:22
9,189,00:03:33
10,206,00:03:51
11,208,00:03:54
12,247,00:04:35
13,568,00:11:21
14,587,00:11:33
15,617,00:12:07
16,618,00:12:21
17,646,00:12:38
18,1118,00:22:01
19,1112,00:22:03
20,1113,00:22:04
21,1121,00:22:07
22,1183,00:23:12
23,1175,00:23:13
24,1180,00:23:13
25,1177,00:23:16
26,1185,00:23:28
27,1277,00:25:13
28,1300,00:25:19
29,1361,00:26:24
30,1360,00:26:25
31,1369,00:26:28
32,1367,00:26:42
33,1373,00:26:42
34,1371,00:26:44
35,1467,00:28:26
36,1475,00:28:33
37,1471,00:28:36
38,1569,00:30:13
39,1571,00:30:14
40,1579,00:30:31
41,1589,00:30:42
42,1613,00:31:05
43,1644,00:31:36
44,1645,00:31:37
45,1641,00:31:38
46,1651,00:31:40
47,1653,00:31:41
48,1656,00:31:47
49,1672,00:32:09
50,1690,00:32:33
51,1699,00:32:37
52,1713,00:32:43
53,1711,00:32:44
54,1733,00:33:06
55,1723,00:33:06
56,1729,00:33:06
57,1734,00:33:09
58,1764,00:33:25
59,1924,00:36:18
60,1925,00:36:18
61,1932,00:36:20
62,1927,00:36:21
63,1941,00:36:23
64,1940,00:36:23
65,1939,00:36:29
66,1950,00:36:30
67,1946,00:36:32
68,1955,00:36:32
69,1951,00:36:32
70,1958,00:36:33
71,1963,00:36:48
72,1960,00:36:49
73,1971,00:36:53
74,1978,00:36:54
75,1983,00:36:57
76,2223,00:40:01
77,2225,00:40:01
78,2233,00:40:04
79,2267,00:40:32
80,2272,00:40:34
81,2283,00:40:35
82,2299,00:40:41
83,2481,00:42:23
84,2479,00:42:40
85,2495,00:42:40
86,2502,00:42:44
87,2497,00:42:45
88,2498,00:42:46
89,2496,00:42:46
90,2525,00:42:50
91,2521,00:42:52
92,2550,00:43:14
93,2651,00:43:50
94,3503,00:49:14
95,3499,00:49:15
96,3534,00:49:19
97,3564,00:49:36
98,5388,00:57:20
99,14181,01:23:50
100,14187,01:23:50
