highest,episode,time
1,1,00:00:02
2,7,00:00:03
3,45,00:00:10
4,69,00:00:17
5,81,00:00:21
6,105,00:00:24
7,126,00:00:30
8,128,00:00:34
9,144,00:00:39
10,139,00:00:41
11,167,00:00:41
12,178,00:00:46
13,180,00:00:47
14,183,00:00:48
15,189,00:00:54
16,216,00:00:55
17,218,00:00:56
18,220,00:00:56
19,224,00:00:56
20,230,00:00:58
21,253,00:01:02
22,486,00:02:02
23,487,00:02:04
24,485,00:02:04
25,484,00:02:05
26,497,00:02:07
27,508,00:02:08
28,502,00:02:08
29,489,00:02:08
30,565,00:02:24
31,538,00:02:24
32,578,00:02:29
33,582,00:02:30
34,583,00:02:30
35,587,00:02:32
36,599,00:02:32
37,606,00:02:35
38,607,00:02:35
39,636,00:02:43
40,634,00:02:43
41,857,00:03:40
42,842,00:03:41
43,909,00:03:50
44,915,00:03:51
45,914,00:03:54
46,919,00:03:54
47,938,00:03:55
48,935,00:03:56
49,967,00:04:04
50,1129,00:04:43
51,1182,00:04:55
52,1178,00:04:56
53,1184,00:04:57
54,1191,00:04:57
55,1167,00:04:58
56,1192,00:04:58
57,1205,00:05:03
58,1229,00:05:13
59,1265,00:05:13
60,1261,00:05:13
61,1310,00:05:23
62,1316,00:05:24
63,1429,00:05:47
64,1435,00:05:48
65,1440,00:05:49
66,1426,00:05:49
67,1441,00:05:50
68,1436,00:05:53
69,1463,00:05:53
70,1469,00:05:55
71,1637,00:06:29
72,2149,00:08:03
73,2171,00:08:06
74,2169,00:08:07
75,2196,00:08:10
76,2216,00:08:14
77,2238,00:08:17
78,2466,00:08:54
79,2492,00:08:57
80,2489,00:08:59
81,2740,00:09:38
82,3043,00:10:27
83,3039,00:10:27
84,3066,00:10:30
85,3119,00:10:40
86,3115,00:10:41
87,3273,00:11:04
88,3723,00:12:04
89,4065,00:12:55
90,4084,00:12:56
91,4803,00:14:43
92,4816,00:14:43
