highest,episode,time
1,2,00:00:06
2,3,00:00:06
3,30,00:00:17
4,46,00:00:23
5,35,00:00:24
6,60,00:00:33
7,56,00:00:37
8,83,00:00:44
9,98,00:00:49
10,112,00:00:53
11,101,00:00:55
12,105,00:00:55
13,135,00:01:05
14,128,00:01:07
15,139,00:01:09
16,165,00:01:19
17,167,00:01:23
18,178,00:01:24
19,191,00:01:33
20,212,00:01:38
21,226,00:01:44
22,236,00:01:49
23,246,00:01:53
24,244,00:01:55
25,257,00:01:56
26,258,00:01:56
27,260,00:01:57
28,278,00:02:05
29,284,00:02:06
30,279,00:02:08
31,287,00:02:08
32,288,00:02:10
33,294,00:02:12
34,297,00:02:14
35,303,00:02:16
36,305,00:02:18
37,310,00:02:18
38,315,00:02:20
39,323,00:02:25
40,347,00:02:39
41,359,00:02:43
42,367,00:02:46
43,374,00:02:48
44,378,00:02:48
45,395,00:02:54
46,388,00:02:56
47,394,00:02:56
48,403,00:02:58
49,415,00:03:00
50,419,00:03:02
51,425,00:03:04
52,410,00:03:05
53,412,00:03:05
54,433,00:03:07
55,444,00:03:09
56,439,00:03:09
57,440,00:03:09
58,436,00:03:09
59,432,00:03:10
60,451,00:03:10
61,464,00:03:16
62,458,00:03:16
63,457,00:03:16
64,446,00:03:18
65,465,00:03:19
66,469,00:03:22
67,476,00:03:22
68,485,00:03:23
69,472,00:03:23
70,482,00:03:23
71,536,00:03:40
72,539,00:03:41
73,621,00:04:12
74,708,00:04:36
75,711,00:04:37
76,709,00:04:39
77,704,00:04:39
78,756,00:04:53
79,767,00:04:54
80,770,00:04:54
81,955,00:05:41
82,950,00:05:41
83,940,00:05:44
84,958,00:05:46
85,970,00:05:46
86,1322,00:07:05
87,1332,00:07:09
88,1971,00:09:15
89,2028,00:09:26
90,2372,00:10:33
91,2366,00:10:36
92,2409,00:10:40
93,2421,00:10:42
94,5917,00:21:46
