highest,episode,time
1,39,00:02:08
2,53,00:02:41
3,74,00:03:46
4,108,00:05:31
5,148,00:08:03
6,171,00:09:20
7,178,00:09:38
8,188,00:09:48
9,197,00:10:39
10,216,00:11:59
11,297,00:16:35
12,307,00:16:40
13,313,00:16:48
14,392,00:21:34
15,416,00:22:57
16,425,00:23:13
17,438,00:24:11
18,482,00:26:54
19,487,00:27:06
20,489,00:27:09
21,492,00:27:17
22,494,00:27:24
23,499,00:27:30
24,500,00:28:05
25,508,00:28:08
26,539,00:29:41
27,538,00:29:42
28,560,00:30:53
29,720,00:38:58
30,724,00:39:00
31,730,00:39:08
32,740,00:40:08
33,760,00:40:37
34,758,00:40:40
35,762,00:41:27
36,763,00:41:35
37,767,00:41:39
38,764,00:41:41
39,766,00:41:43
40,772,00:41:50
41,775,00:41:54
42,771,00:41:55
43,817,00:44:19
44,818,00:44:19
45,821,00:44:31
46,835,00:44:42
47,833,00:44:45
48,843,00:44:58
49,855,00:45:52
50,854,00:45:57
51,862,00:46:12
52,867,00:46:12
53,868,00:46:20
54,877,00:46:29
55,879,00:46:36
56,887,00:47:17
57,894,00:47:30
58,901,00:47:31
59,895,00:47:35
60,908,00:47:50
61,914,00:47:55
62,912,00:47:56
63,925,00:48:42
64,928,00:48:42
65,922,00:48:46
66,924,00:48:46
67,927,00:48:48
68,943,00:49:13
69,1083,00:54:41
70,1080,00:54:47
71,1092,00:54:55
72,1116,00:55:56
73,1115,00:56:00
74,1109,00:56:01
75,1119,00:56:02
76,1135,00:56:26
77,1138,00:56:33
78,1147,00:56:39
79,1179,00:57:59
80,1429,01:05:56
81,1438,01:05:59
82,1434,01:06:03
83,1440,01:06:08
84,1443,01:06:45
85,1442,01:06:50
86,1452,01:06:55
87,1458,01:07:11
88,1594,01:10:25
89,1598,01:10:28
90,1806,01:25:57
91,2177,01:45:08
92,2162,01:45:09
93,2198,01:45:44
94,2203,01:45:54
95,2202,01:45:56
96,3026,02:37:41
97,3045,02:37:54
98,6064,03:55:18
99,8731,04:35:46
100,13896,07:00:07
