highest,episode,time
1,5,00:00:04
2,10,00:00:12
3,14,00:00:20
4,62,00:01:53
5,102,00:03:17
6,221,00:07:37
7,264,00:08:50
8,266,00:08:52
9,273,00:09:15
10,278,00:09:24
11,404,00:14:03
12,402,00:14:07
13,408,00:14:09
14,418,00:14:44
15,448,00:15:38
16,455,00:16:02
17,475,00:16:44
18,899,00:32:57
19,910,00:33:01
20,907,00:33:09
21,1045,00:40:09
22,1152,00:47:39
23,1189,00:49:55
24,1197,00:50:01
25,1214,00:50:42
26,1210,00:50:45
27,1224,00:51:13
28,1228,00:51:26
29,1237,00:51:53
30,1236,00:51:54
31,1277,00:53:25
32,1286,00:53:43
33,1284,00:53:46
34,1289,00:53:49
35,1293,00:54:19
36,1301,00:54:20
37,1303,00:54:35
38,1320,00:55:05
39,1315,00:55:06
40,1317,00:55:11
41,1318,00:55:15
42,1319,00:55:15
43,1327,00:55:20
44,1329,00:55:47
45,1339,00:55:52
46,1341,00:56:03
47,1345,00:56:11
48,1346,00:56:25
49,1357,00:56:40
50,1356,00:56:42
51,1363,00:56:48
52,1359,00:56:48
53,1368,00:57:10
54,1372,00:57:21
55,1373,00:57:22
56,1367,00:57:23
57,1375,00:57:28
58,1377,00:57:28
59,1382,00:57:32
60,1381,00:57:41
61,1383,00:57:56
62,1403,00:58:49
63,1421,00:59:15
64,1419,00:59:29
65,1695,01:10:02
66,1857,01:16:38
67,1871,01:17:00
68,1876,01:17:20
69,1879,01:17:21
70,1884,01:17:36
71,1890,01:17:37
72,1900,01:18:06
73,1902,01:18:16
74,1909,01:18:18
75,1937,01:19:08
76,2076,01:23:44
77,2083,01:23:51
78,2085,01:24:14
79,2089,01:24:22
80,2086,01:24:24
81,2098,01:24:31
82,2296,01:31:59
83,2299,01:32:02
84,2313,01:32:30
85,2339,01:33:32
86,3108,01:57:44
87,3110,01:57:48
88,3122,01:58:04
89,3124,01:58:06
90,3139,01:58:33
91,3575,02:10:21
92,3980,02:19:47
93,3996,02:20:02
94,6182,03:06:17
95,6190,03:06:20
96,6199,03:06:32
97,6206,03:06:36
98,7117,03:25:30
