highest,episode,time
1,17,00:00:53
2,61,00:03:10
3,58,00:03:13
4,68,00:03:26
5,69,00:03:29
6,70,00:03:34
7,163,00:08:18
8,170,00:08:18
9,171,00:08:29
10,421,00:21:45
11,451,00:24:06
12,475,00:25:33
13,479,00:25:55
14,497,00:26:58
15,575,00:30:43
16,595,00:31:52
17,612,00:33:15
18,646,00:34:53
19,669,00:36:02
20,663,00:36:11
21,674,00:36:24
22,677,00:36:28
23,700,00:38:02
24,709,00:38:09
25,707,00:38:11
26,713,00:38:37
27,748,00:40:54
28,970,00:52:00
29,997,00:53:30
30,1008,00:54:11
31,1038,00:55:03
32,1036,00:55:44
33,1049,00:55:56
34,1055,00:56:03
35,1060,00:56:12
36,1118,00:59:02
37,1120,00:59:10
38,1124,00:59:13
39,1125,00:59:18
40,1140,01:00:08
41,1144,01:00:23
42,1150,01:00:24
43,1148,01:00:26
44,1147,01:00:28
45,1156,01:00:39
46,1162,01:00:43
47,1168,01:01:34
48,1174,01:01:35
49,1177,01:02:03
50,1184,01:02:05
51,1195,01:02:09
52,1197,01:02:17
53,1201,01:03:10
54,1216,01:03:19
55,1219,01:03:27
56,1224,01:03:35
57,1241,01:04:27
58,1242,01:04:30
59,1277,01:06:16
60,1286,01:06:25
61,1333,01:07:59
62,1360,01:09:23
63,1366,01:09:26
64,1361,01:09:26
65,1368,01:09:31
66,1403,01:10:46
67,1413,01:11:03
68,1410,01:11:03
69,1405,01:11:06
70,1415,01:11:06
71,1430,01:11:55
72,1439,01:12:11
73,1451,01:12:20
74,1454,01:12:28
75,1522,01:15:04
76,1541,01:15:14
77,1544,01:15:25
78,1557,01:15:30
79,1552,01:15:41
80,1556,01:15:44
81,1570,01:16:29
82,1566,01:16:32
83,1687,01:19:54
84,1707,01:20:08
85,1719,01:20:22
86,1715,01:20:24
87,1716,01:20:24
88,1751,01:21:14
89,1741,01:21:17
90,1781,01:21:50
91,1905,01:24:38
92,2115,01:29:06
93,2456,01:34:55
94,2464,01:35:07
95,3572,01:51:11
96,3735,01:53:08
97,3727,01:53:08
98,6527,02:25:41
99,8033,02:40:41
