highest,episode,time
1,25,00:00:06
2,26,00:00:06
3,34,00:00:28
4,42,00:01:23
5,53,00:01:39
6,68,00:02:09
7,73,00:02:18
8,76,00:02:27
9,77,00:02:27
10,81,00:02:32
11,87,00:02:55
12,98,00:03:16
13,102,00:03:21
14,103,00:03:23
15,114,00:03:58
16,115,00:03:58
17,119,00:04:02
18,120,00:04:02
19,121,00:04:10
20,127,00:04:21
21,129,00:04:21
22,131,00:04:24
23,132,00:04:25
24,133,00:04:27
25,134,00:04:29
26,154,00:05:21
27,170,00:05:49
28,173,00:05:54
29,175,00:05:54
30,215,00:08:04
31,230,00:08:50
32,231,00:08:50
33,235,00:08:54
34,237,00:08:57
35,275,00:10:10
36,285,00:10:39
37,286,00:10:40
38,287,00:10:43
39,323,00:11:50
40,325,00:11:52
41,341,00:12:04
42,377,00:13:54
43,510,00:18:38
44,564,00:20:07
45,565,00:20:08
46,574,00:20:38
47,576,00:20:40
48,578,00:20:41
49,931,00:32:20
50,934,00:32:29
51,935,00:32:29
52,939,00:32:30
53,1129,00:38:32
54,1131,00:38:35
55,1285,00:43:22
56,1286,00:43:25
57,1340,00:44:43
58,1341,00:44:44
59,1342,00:44:44
60,1356,00:45:14
61,1375,00:45:31
62,1376,00:45:32
63,1382,00:45:35
