highest,episode,time
1,18,00:00:11
2,30,00:00:14
3,28,00:00:22
4,45,00:00:28
5,42,00:00:32
6,63,00:00:38
7,106,00:03:28
8,264,00:07:34
9,259,00:07:38
10,289,00:07:43
11,279,00:07:45
12,290,00:07:49
13,331,00:10:34
14,345,00:10:34
15,376,00:11:07
16,542,00:17:06
17,548,00:17:12
18,553,00:17:18
19,546,00:17:18
20,551,00:17:20
21,560,00:17:24
22,567,00:17:25
23,556,00:17:26
24,1038,00:31:32
25,1199,00:37:08
26,1160,00:37:10
27,1339,00:40:52
28,1308,00:40:57
29,1338,00:40:58
30,1347,00:41:06
31,1358,00:41:07
32,1362,00:41:11
33,1356,00:41:11
34,1398,00:41:27
35,1394,00:41:28
36,2032,01:01:41
37,2151,01:04:55
38,2192,01:07:30
39,2314,01:11:44
40,2518,01:15:04
41,2509,01:15:04
42,2512,01:15:05
43,2537,01:17:15
44,2522,01:17:15
45,2551,01:17:30
46,2521,01:17:31
47,3445,01:41:06
48,3452,01:41:20
49,3478,01:41:21
50,3475,01:41:22
51,3488,01:41:23
52,3485,01:41:23
53,3511,01:41:46
54,3877,01:51:44
55,4392,02:05:09
56,4524,02:08:36
57,4874,02:18:17
58,4880,02:18:21
59,4892,02:18:21
60,4938,02:19:04
61,4974,02:19:15
62,5961,02:46:05
63,5943,02:46:05
64,5992,02:46:14
65,5993,02:46:14
66,5978,02:46:15
67,6088,02:49:17
68,6112,02:49:32
69,6122,02:49:32
70,6127,02:49:33
71,8120,03:39:39
72,8118,03:39:39
73,9274,04:07:05
74,9287,04:07:08
75,9271,04:09:16
76,9291,04:09:17
77,9288,04:09:18
78,11029,04:49:59
79,11026,04:49:59
80,15536,06:28:06
81,17446,07:08:56
82,20047,08:05:34
83,20058,08:05:35
84,21706,08:39:44
85,24197,09:33:19
86,29786,11:31:16
87,29804,11:31:17
88,37201,14:12:41
89,40955,15:31:12
90,40936,15:31:15
