highest,episode,time
1,7,00:00:08
2,32,00:00:15
3,2,00:00:18
4,36,00:00:21
5,35,00:00:22
6,14,00:00:25
7,42,00:00:27
8,65,00:00:37
9,88,00:00:55
10,91,00:01:06
11,98,00:01:09
12,345,00:10:14
13,354,00:10:21
14,355,00:10:21
15,350,00:10:33
16,372,00:10:37
17,375,00:10:40
18,376,00:10:41
19,573,00:17:17
20,728,00:23:47
21,737,00:23:49
22,741,00:23:55
23,771,00:24:27
24,881,00:30:47
25,902,00:30:49
26,894,00:30:50
27,941,00:33:34
28,964,00:33:34
29,951,00:33:40
30,978,00:33:42
31,989,00:33:52
32,970,00:33:55
33,1414,00:50:24
34,1429,00:50:27
35,1623,00:56:57
36,1656,00:57:13
37,1639,00:57:15
38,1821,01:01:17
39,1816,01:03:39
40,2257,01:17:36
41,2440,01:20:56
42,2446,01:20:57
43,2465,01:20:57
44,2478,01:21:16
45,2880,01:31:37
46,2858,01:33:49
47,2885,01:33:59
48,3147,01:40:48
49,3469,01:48:24
50,3474,01:48:27
51,3487,01:50:38
52,3463,01:50:38
53,3480,01:50:39
54,3485,01:50:39
55,3495,01:50:44
56,3505,01:50:52
57,5018,02:31:59
58,5078,02:34:21
59,5083,02:34:22
60,6074,03:01:30
61,6102,03:01:37
62,6110,03:01:39
63,6114,03:01:40
64,6132,03:01:51
65,6108,03:01:51
66,6118,03:01:52
67,7958,03:52:25
68,8303,04:05:11
69,8728,04:14:58
70,8720,04:14:58
71,8735,04:15:03
72,8783,04:15:34
73,9415,04:35:15
74,10326,04:58:52
75,10643,05:06:30
76,12051,05:45:47
77,12059,05:45:49
78,12060,05:45:54
79,12009,05:45:59
80,14478,06:47:25
81,14501,06:49:39
82,14512,06:49:40
83,14492,06:49:40
84,22017,09:56:00
85,22015,09:56:00
86,21963,09:56:02
87,21997,09:56:03
88,22041,09:56:11
