highest,episode,time
1,56,00:00:48
2,62,00:01:11
3,144,00:03:34
4,143,00:03:37
5,129,00:03:39
6,159,00:03:50
7,190,00:04:23
8,175,00:04:24
9,201,00:04:24
10,209,00:07:10
11,273,00:07:22
12,269,00:07:22
13,267,00:07:27
14,282,00:07:31
15,290,00:07:34
16,364,00:11:18
17,353,00:11:25
18,414,00:11:25
19,415,00:11:27
20,429,00:11:48
21,452,00:14:10
22,457,00:14:15
23,773,00:25:21
24,774,00:25:24
25,794,00:25:27
26,815,00:25:47
27,820,00:28:10
28,841,00:28:17
29,848,00:28:21
30,1034,00:35:29
31,1041,00:35:32
32,1054,00:35:38
33,1059,00:35:50
34,1075,00:35:52
35,1215,00:42:07
36,1209,00:42:21
37,1229,00:42:21
38,1236,00:42:33
39,1449,00:49:32
40,1479,00:49:35
41,1430,00:49:36
42,1488,00:49:37
43,1473,00:49:38
44,1450,00:49:39
45,1399,00:49:40
46,1502,00:49:46
47,1505,00:49:53
48,1506,00:49:54
49,2315,01:13:42
50,2269,01:13:42
51,2309,01:13:48
52,2378,01:14:19
53,2368,01:14:20
54,2381,01:14:21
55,2398,01:14:28
56,2395,01:14:28
57,3019,01:32:03
58,2972,01:32:04
59,3044,01:32:20
60,3071,01:34:43
61,3560,01:46:19
62,3900,01:56:30
63,3907,01:56:33
64,3908,01:56:35
65,3897,01:56:35
66,4040,02:02:46
67,4966,02:27:58
68,4986,02:28:11
69,4979,02:28:16
70,5011,02:28:17
71,5007,02:28:18
72,5004,02:28:18
73,5929,02:55:06
74,5939,02:55:06
75,5970,02:55:32
76,7301,03:27:24
77,7269,03:27:27
78,7316,03:27:31
79,7308,03:27:31
80,8302,03:52:25
81,8728,04:02:58
82,8740,04:02:58
83,11027,04:58:27
84,11039,04:58:28
85,12428,05:29:52
86,12436,05:29:55
87,12437,05:30:02
88,12441,05:30:02
89,12447,05:30:12
90,12469,05:30:13
91,19825,08:00:59
92,34283,12:35:31
93,64803,21:34:57
94,64786,21:34:57
